loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,label,module_id,project_name,commit_text
46.0,3.0,1.0,3.0,62.0,284.27,0.09,11.0,25.84,3126.94,0.09,173.72,24.0,11.0,9.0,0.0,12.0,12.0,40.0,22.0,5.0,0,row_1880,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1257,kc1,
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_401,kc1,
15.0,3.0,1.0,3.0,43.0,185.84,0.08,13.0,14.3,2415.96,0.06,134.22,13.0,0.0,0.0,0.0,13.0,7.0,29.0,14.0,5.0,0,row_2071,kc1,
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,0,row_1823,kc1,
36.0,5.0,1.0,4.0,95.0,475.0,0.07,13.34,35.6,6337.5,0.16,352.08,30.0,0.0,1.0,0.0,13.0,19.0,56.0,39.0,9.0,0,row_1499,kc1,
7.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,4.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,1.0,0,row_502,kc1,
26.0,2.0,1.0,2.0,43.0,179.31,0.13,8.0,22.41,1434.45,0.06,79.69,15.0,5.0,4.0,0.0,9.0,9.0,27.0,16.0,3.0,0,row_1392,kc1,
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_444,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_449,kc1,
20.0,1.0,1.0,1.0,62.0,291.43,0.18,5.56,52.46,1619.04,0.1,89.95,12.0,0.0,0.0,0.0,8.0,18.0,37.0,25.0,1.0,0,row_1767,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1865,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_470,kc1,
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_859,kc1,
5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,3.0,0.0,0.0,0.0,9.0,7.0,10.0,7.0,3.0,0,row_1705,kc1,
65.0,7.0,7.0,5.0,169.0,943.86,0.05,19.98,47.23,18860.9,0.31,1047.82,48.0,6.0,5.0,4.0,19.0,29.0,108.0,61.0,13.0,0,row_1460,kc1,
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_863,kc1,
8.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,4.0,0.0,2.0,0.0,4.0,4.0,5.0,4.0,1.0,0,row_495,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1687,kc1,
24.0,3.0,3.0,3.0,69.0,312.13,0.15,6.56,47.56,2048.33,0.1,113.8,19.0,0.0,3.0,0.0,7.0,16.0,39.0,30.0,5.0,0,row_582,kc1,
1.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,row_2006,kc1,
16.0,2.0,1.0,2.0,25.0,100.0,0.16,6.43,15.56,642.86,0.03,35.71,13.0,0.0,0.0,0.0,9.0,7.0,15.0,10.0,3.0,0,row_1450,kc1,
13.0,2.0,1.0,2.0,21.0,75.28,0.14,7.0,10.75,526.99,0.03,29.28,9.0,0.0,2.0,0.0,8.0,4.0,14.0,7.0,3.0,0,row_1798,kc1,
49.0,7.0,1.0,6.0,110.0,554.88,0.08,12.17,45.58,6755.1,0.18,375.28,44.0,0.0,3.0,0.0,10.0,23.0,54.0,56.0,13.0,1,row_43,kc1,
35.0,5.0,1.0,4.0,89.0,448.95,0.05,20.4,22.01,9158.6,0.15,508.81,29.0,1.0,3.0,0.0,18.0,15.0,55.0,34.0,9.0,1,row_63,kc1,
44.0,5.0,3.0,5.0,99.0,495.0,0.08,13.22,37.44,6545.0,0.17,363.61,35.0,1.0,4.0,0.0,14.0,18.0,65.0,34.0,8.0,0,row_1525,kc1,
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,row_1314,kc1,
14.0,3.0,3.0,3.0,40.0,169.92,0.11,8.94,19.01,1518.63,0.06,84.37,10.0,0.0,1.0,0.0,11.0,8.0,27.0,13.0,5.0,1,row_186,kc1,
26.0,2.0,1.0,2.0,68.0,319.63,0.14,7.15,44.72,2284.41,0.11,126.91,21.0,0.0,3.0,0.0,9.0,17.0,41.0,27.0,3.0,1,row_58,kc1,
17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,0,row_500,kc1,
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1642,kc1,
4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0,row_996,kc1,
6.0,1.0,1.0,1.0,13.0,39.0,0.24,4.17,9.36,162.5,0.01,9.03,3.0,0.0,0.0,0.0,5.0,3.0,8.0,5.0,1.0,0,row_809,kc1,
7.0,2.0,1.0,2.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,5.0,0.0,0.0,0.0,6.0,4.0,8.0,4.0,3.0,0,row_761,kc1,
24.0,2.0,1.0,2.0,50.0,212.4,0.15,6.55,32.45,1390.23,0.07,77.24,17.0,1.0,3.0,0.0,8.0,11.0,32.0,18.0,3.0,0,row_1043,kc1,
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,1,row_99,kc1,
6.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,4.0,0.0,0.0,0.0,7.0,4.0,8.0,4.0,1.0,0,row_1914,kc1,
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1019,kc1,
19.0,3.0,1.0,3.0,31.0,118.03,0.13,8.0,14.75,944.22,0.04,52.46,16.0,0.0,1.0,0.0,8.0,6.0,19.0,12.0,5.0,1,row_235,kc1,
4.0,1.0,1.0,1.0,7.0,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,0,row_530,kc1,
27.0,2.0,1.0,2.0,35.0,153.73,0.07,15.0,10.25,2305.97,0.05,128.11,12.0,12.0,0.0,0.0,14.0,7.0,20.0,15.0,3.0,0,row_1791,kc1,
18.0,3.0,1.0,3.0,38.0,166.91,0.09,11.33,14.73,1891.62,0.06,105.09,14.0,0.0,2.0,0.0,12.0,9.0,21.0,17.0,5.0,0,row_1968,kc1,
10.0,2.0,1.0,2.0,22.0,83.76,0.18,5.5,15.23,460.69,0.03,25.59,8.0,0.0,0.0,0.0,7.0,7.0,11.0,11.0,3.0,0,row_2090,kc1,
17.0,3.0,1.0,3.0,31.0,124.0,0.2,5.0,24.8,620.0,0.04,34.44,11.0,0.0,4.0,0.0,8.0,8.0,21.0,10.0,5.0,1,row_258,kc1,
4.0,1.0,1.0,1.0,6.0,15.51,0.0,0.0,0.0,0.0,0.01,0.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0,row_872,kc1,
24.0,4.0,1.0,3.0,55.0,261.51,0.06,17.45,14.98,4564.69,0.09,253.59,19.0,0.0,3.0,0.0,16.0,11.0,31.0,24.0,7.0,1,row_193,kc1,
7.0,1.0,1.0,1.0,13.0,39.0,0.3,3.33,11.7,130.0,0.01,7.22,5.0,0.0,0.0,0.0,5.0,3.0,9.0,4.0,1.0,0,row_1270,kc1,
165.0,13.0,11.0,12.0,365.0,2206.2,0.02,43.27,50.99,95460.74,0.74,5303.37,112.0,22.0,23.0,0.0,27.0,39.0,240.0,125.0,25.0,1,row_158,kc1,
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_683,kc1,
5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,3.0,0.0,0.0,0.0,9.0,7.0,10.0,7.0,3.0,0,row_1710,kc1,
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_1419,kc1,
44.0,13.0,7.0,6.0,187.0,995.2,0.02,49.38,20.15,49145.34,0.33,2730.3,35.0,0.0,6.0,0.0,23.0,17.0,114.0,73.0,25.0,0,row_1086,kc1,
74.0,9.0,7.0,6.0,177.0,1036.85,0.05,18.76,55.28,19447.82,0.35,1080.43,58.0,5.0,6.0,0.0,19.0,39.0,100.0,77.0,17.0,0,row_1784,kc1,
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1861,kc1,
4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0,row_1990,kc1,
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1614,kc1,
37.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,row_1103,kc1,
16.0,2.0,1.0,2.0,20.0,76.15,0.19,5.33,14.28,406.12,0.03,22.56,8.0,0.0,1.0,0.0,8.0,6.0,12.0,8.0,3.0,0,row_1728,kc1,
7.0,2.0,1.0,2.0,13.0,44.97,0.29,3.5,12.85,157.4,0.01,8.74,5.0,0.0,0.0,0.0,7.0,4.0,9.0,4.0,3.0,0,row_765,kc1,
74.0,7.0,1.0,6.0,177.0,948.29,0.04,24.0,39.51,22758.88,0.32,1264.38,60.0,6.0,6.0,0.0,16.0,25.0,102.0,75.0,13.0,0,row_367,kc1,
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_2106,kc1,
14.0,2.0,1.0,2.0,35.0,156.08,0.16,6.25,24.97,975.5,0.05,54.19,11.0,0.0,1.0,0.0,10.0,12.0,20.0,15.0,3.0,0,row_725,kc1,
20.0,1.0,1.0,1.0,27.0,112.59,0.41,2.43,46.36,273.43,0.04,15.19,15.0,1.0,0.0,0.0,4.0,14.0,10.0,17.0,1.0,1,row_197,kc1,
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_839,kc1,
13.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,0,row_624,kc1,
19.0,2.0,1.0,2.0,41.0,177.2,0.14,7.0,25.31,1240.39,0.06,68.91,17.0,0.0,0.0,0.0,10.0,10.0,27.0,14.0,3.0,0,row_1181,kc1,
2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0,row_1445,kc1,
5.0,1.0,1.0,1.0,13.0,43.19,0.33,3.0,14.4,129.56,0.01,7.2,1.0,0.0,0.0,0.0,6.0,4.0,9.0,4.0,1.0,0,row_1549,kc1,
5.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5,4.0,1.0,0.0,0.06,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,row_1111,kc1,
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1625,kc1,
9.0,2.0,1.0,1.0,18.0,66.61,0.15,6.75,9.87,449.6,0.02,24.98,6.0,0.0,0.0,0.0,9.0,4.0,12.0,6.0,3.0,0,row_2056,kc1,
29.0,2.0,1.0,2.0,65.0,301.85,0.13,8.0,37.73,2414.81,0.1,134.16,19.0,1.0,4.0,0.0,10.0,15.0,41.0,24.0,3.0,0,row_1140,kc1,
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_646,kc1,
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,row_1316,kc1,
116.0,12.0,6.0,12.0,382.0,2467.5,0.06,18.0,137.08,44415.05,0.82,2467.5,97.0,2.0,15.0,0.0,18.0,70.0,242.0,140.0,23.0,1,row_325,kc1,
6.0,1.0,1.0,1.0,3.0,4.75,2.0,0.5,9.51,2.38,0.0,0.13,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0,row_1802,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_793,kc1,
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,0,row_1162,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_490,kc1,
25.0,3.0,1.0,3.0,57.0,250.36,0.1,9.55,26.23,2389.82,0.08,132.77,20.0,0.0,1.0,0.0,10.0,11.0,36.0,21.0,5.0,0,row_1235,kc1,
2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0,row_1341,kc1,
2.0,1.0,1.0,1.0,18.0,68.53,0.29,3.5,19.58,239.86,0.02,13.33,0.0,0.0,0.0,0.0,7.0,7.0,11.0,7.0,1.0,0,row_1062,kc1,
15.0,1.0,1.0,1.0,26.0,101.58,0.29,3.5,29.02,355.53,0.03,19.75,8.0,2.0,3.0,0.0,7.0,8.0,18.0,8.0,1.0,1,row_78,kc1,
8.0,1.0,1.0,1.0,14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,4.0,0.0,1.0,0.0,6.0,6.0,8.0,6.0,1.0,0,row_568,kc1,
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1015,kc1,
6.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,1.0,0,row_1079,kc1,
15.0,1.0,1.0,1.0,48.0,214.05,0.18,5.43,39.43,1162.0,0.07,64.56,10.0,0.0,0.0,0.0,8.0,14.0,29.0,19.0,1.0,0,row_739,kc1,
14.0,2.0,1.0,2.0,19.0,68.11,0.17,6.0,11.35,408.69,0.02,22.7,8.0,0.0,4.0,0.0,8.0,4.0,13.0,6.0,3.0,0,row_505,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_747,kc1,
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0,row_391,kc1,
6.0,1.0,1.0,1.0,3.0,4.75,2.0,0.5,9.51,2.38,0.0,0.13,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0,row_1107,kc1,
6.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,3.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,0,row_1817,kc1,
16.0,2.0,1.0,2.0,32.0,125.02,0.13,7.5,16.67,937.65,0.04,52.09,14.0,0.0,0.0,0.0,9.0,6.0,22.0,10.0,3.0,0,row_1177,kc1,
6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_2004,kc1,
68.0,7.0,1.0,7.0,165.0,945.11,0.06,16.46,57.43,15553.76,0.32,864.1,58.0,1.0,4.0,0.0,18.0,35.0,101.0,64.0,12.0,0,row_550,kc1,
16.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,0,row_594,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_441,kc1,
29.0,3.0,1.0,3.0,46.0,216.22,0.11,9.33,23.17,2018.06,0.07,112.11,16.0,8.0,1.0,2.0,14.0,12.0,30.0,16.0,5.0,0,row_1953,kc1,
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_833,kc1,
4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0,row_1557,kc1,
46.0,5.0,1.0,5.0,87.0,422.64,0.09,10.59,39.92,4475.06,0.14,248.61,38.0,0.0,6.0,0.0,12.0,17.0,57.0,30.0,9.0,0,row_1276,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1135,kc1,
63.0,9.0,1.0,8.0,182.0,1052.21,0.04,23.33,45.09,24551.51,0.35,1363.97,57.0,2.0,2.0,0.0,22.0,33.0,112.0,70.0,17.0,0,row_1947,kc1,
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_698,kc1,
11.0,2.0,1.0,2.0,21.0,77.71,0.13,7.88,9.87,611.96,0.03,34.0,8.0,0.0,1.0,0.0,9.0,4.0,14.0,7.0,3.0,0,row_2025,kc1,
26.0,4.0,3.0,3.0,63.0,299.56,0.1,9.75,30.72,2920.69,0.1,162.26,20.0,1.0,0.0,0.0,13.0,14.0,42.0,21.0,7.0,0,row_975,kc1,
8.0,1.0,1.0,1.0,17.0,58.81,0.28,3.6,16.34,211.72,0.02,11.76,6.0,0.0,0.0,0.0,6.0,5.0,11.0,6.0,1.0,0,row_1458,kc1,
54.0,5.0,1.0,5.0,118.0,614.72,0.09,11.52,53.36,7081.52,0.2,393.42,48.0,0.0,2.0,0.0,12.0,25.0,70.0,48.0,9.0,0,row_1917,kc1,
5.0,1.0,1.0,1.0,10.0,28.07,0.27,3.75,7.49,105.28,0.01,5.85,3.0,0.0,0.0,0.0,5.0,2.0,7.0,3.0,1.0,1,row_66,kc1,
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_648,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_844,kc1,
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1246,kc1,
11.0,1.0,1.0,1.0,41.0,187.98,0.16,6.43,29.24,1208.47,0.06,67.14,9.0,0.0,0.0,0.0,10.0,14.0,23.0,18.0,1.0,1,row_295,kc1,
13.0,1.0,1.0,1.0,14.0,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5.0,4.0,2.0,0.0,5.0,5.0,9.0,5.0,1.0,0,row_1359,kc1,
11.0,4.0,4.0,4.0,38.0,164.23,0.1,9.78,16.8,1605.84,0.05,89.21,8.0,0.0,1.0,0.0,11.0,9.0,22.0,16.0,7.0,1,row_109,kc1,
131.0,18.0,1.0,18.0,363.0,2169.75,0.04,24.68,87.91,53551.34,0.72,2975.07,113.0,4.0,10.0,0.0,16.0,47.0,218.0,145.0,35.0,0,row_1116,kc1,
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0,row_806,kc1,
113.0,15.0,11.0,14.0,527.0,3493.67,0.03,33.28,104.99,116258.98,1.16,6458.83,88.0,5.0,18.0,0.0,25.0,74.0,330.0,197.0,29.0,1,row_94,kc1,
4.0,1.0,1.0,1.0,8.0,22.46,0.33,3.0,7.49,67.38,0.01,3.74,2.0,0.0,0.0,0.0,6.0,1.0,7.0,1.0,1.0,0,row_1754,kc1,
15.0,1.0,1.0,1.0,32.0,133.44,0.17,6.0,22.24,800.63,0.04,44.48,9.0,1.0,1.0,0.0,9.0,9.0,20.0,12.0,1.0,0,row_1042,kc1,
13.0,1.0,1.0,1.0,19.0,74.23,0.33,3.0,24.74,222.69,0.02,12.37,7.0,0.0,1.0,0.0,6.0,9.0,10.0,9.0,1.0,0,row_562,kc1,
22.0,3.0,1.0,3.0,54.0,237.19,0.09,11.33,20.93,2688.1,0.08,149.34,19.0,0.0,1.0,0.0,12.0,9.0,37.0,17.0,5.0,0,row_999,kc1,
22.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13.0,0.0,0.0,0.0,8.0,20.0,41.0,28.0,1.0,0,row_1770,kc1,
4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,0,row_1753,kc1,
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_647,kc1,
4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,1.0,0,row_539,kc1,
19.0,1.0,1.0,1.0,18.0,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6.0,4.0,0.0,0.0,5.0,4.0,12.0,6.0,1.0,0,row_1437,kc1,
2.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,0.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,1.0,0,row_2101,kc1,
2.0,1.0,1.0,1.0,7.0,18.09,1.0,1.0,18.09,18.09,0.01,1.01,1.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,1.0,0,row_415,kc1,
6.0,1.0,1.0,1.0,27.0,105.49,0.16,6.29,16.78,663.06,0.04,36.84,4.0,0.0,0.0,0.0,8.0,7.0,16.0,11.0,1.0,0,row_1063,kc1,
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_329,kc1,
98.0,17.0,3.0,15.0,307.0,1875.32,0.03,31.25,60.01,58603.66,0.63,3255.76,82.0,0.0,14.0,0.0,23.0,46.0,182.0,125.0,33.0,1,row_322,kc1,
23.0,3.0,1.0,3.0,51.0,230.7,0.11,9.17,25.17,2114.77,0.08,117.49,19.0,1.0,1.0,0.0,11.0,12.0,31.0,20.0,5.0,0,row_359,kc1,
11.0,2.0,1.0,2.0,27.0,102.8,0.17,6.0,17.13,616.79,0.03,34.27,9.0,0.0,0.0,0.0,8.0,6.0,18.0,9.0,3.0,0,row_2108,kc1,
4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0,row_1986,kc1,
6.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,row_1490,kc1,
24.0,2.0,1.0,2.0,56.0,263.22,0.12,8.07,32.63,2123.35,0.09,117.96,16.0,1.0,3.0,0.0,11.0,15.0,34.0,22.0,3.0,0,row_593,kc1,
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_1835,kc1,
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1,row_200,kc1,
25.0,4.0,1.0,4.0,77.0,361.93,0.09,11.73,30.85,4246.69,0.12,235.93,20.0,0.0,0.0,0.0,11.0,15.0,45.0,32.0,7.0,0,row_569,kc1,
13.0,2.0,1.0,2.0,32.0,125.02,0.18,5.69,21.98,711.05,0.04,39.5,9.0,1.0,2.0,0.0,7.0,8.0,19.0,13.0,3.0,0,row_1503,kc1,
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,row_1405,kc1,
32.0,3.0,1.0,3.0,115.0,620.12,0.11,9.4,65.97,5829.1,0.21,323.84,20.0,0.0,3.0,0.0,12.0,30.0,68.0,47.0,5.0,0,row_658,kc1,
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,0,row_1908,kc1,
