dataset_name,model,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,label,module_id,project_name,probability,prediction,decision_threshold,is_correct,error_type,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_id,artifact_group_key,artifact_created_at,source_results_table,model_path,split_mode,split_manifest_path,feature_metadata_json,num_features,training_mode,selection_rank,selected_reason,commit_text,la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp,jitline_split,commit_id,ent,nrev,rtime,hcmt,self,app,aexp,arexp,rrexp,asexp,rsexp,asawr,rsawr,N,V,L,D,I,E,B,T
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,950809eb2410d3c17ac5a59535dce07d58016d2a,qt,0.7593615651130676,1,0.6115847826004028,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,remove qt designer 's dependency on rcc code from qtbase . copy the files over . change-id : iffe7e79a398c968901bf7f12e38af798bf4ca23d reviewed-by : marius storm-olsen < marius.storm-olsen @ nokia.com >,831.0,1.0,3.0,1.0,1.0,,1.0,,3.0,1853393.3333333333,,630.0,,test,950809eb2410d3c17ac5a59535dce07d58016d2a,0.3224123336811706,1.0,5479.0,1.0,False,2.0,573.0,572.0,628.0,441.0,458.0,0.0736053288925895,0.076436303080766,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,067a5a0ad82b5fba9dff3aac722809152ecff22e,qt,0.0179451797157526,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"removed unused expression like : if ( ! ret ) { ... } for methods setdtr ( ) , setrts ( ) , flush ( ) , reset ( ) , sendbreak ( ) , setbreak ( ) removed unnecessary ( not used ) checkings for types of errors . change-id : ia9a71efafb56f461a8bbe8f65c85bada483c85c8 reviewed-by : laszlo papp < lpapp @ kde.org > reviewed-by : denis shienkov < scapig @ yandex.ru >",0.0,11.0,2.0,1.0,1.0,,3.0,,18.0,40698.0,,77.0,,test,067a5a0ad82b5fba9dff3aac722809152ecff22e,0.9940302114769564,1.0,4672.0,1.0,False,2.0,59.0,59.0,77.0,40.0,56.0,0.0053385416666666,0.007421875,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,779c7c327915b38eeac38486c8d9e7894fd3aed2,qt,0.4084349572658539,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"add tst_qwindow : :windowmodality ( ) this tests that we get the windowmodalitychanged ( ) signal as needed , but not unnecessarily either . change-id : i2232fa9d45c72e472b324b681859b4b0d574b467 reviewed-by : joão abecasis < joao.abecasis @ nokia.com > reviewed-by : robin burchell < robin+qt @ viroteck.net >",25.0,0.0,1.0,1.0,1.0,,7.0,,16.0,955408.0,,869.0,,test,779c7c327915b38eeac38486c8d9e7894fd3aed2,0.0,1.0,13642.0,2.0,False,3.0,432.0,432.0,869.0,164.0,326.0,0.0547263681592039,0.108457711442786,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,087c4c6bc14fe48e9b4e5aed7d1f2b8c55d4632f,qt,0.2542628347873688,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,remove mention of trolltech from qthreadstorage test . task-number : qtbug-19653 change-id : i6c74a15b6c6db415a545328b73b6dd704d69bfee reviewed-by : rohan mcgovern < rohan.mcgovern @ nokia.com >,1.0,1.0,1.0,1.0,1.0,,4.0,,6.0,1355185.0,,671.0,,test,087c4c6bc14fe48e9b4e5aed7d1f2b8c55d4632f,0.0,1.0,613416.0,1.0,False,2.0,388.0,387.0,670.0,298.0,443.0,0.1881686595342983,0.2794210195091252,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,8f945119369d7e42f0c80ecc0485ce53a5ef3aa6,qt,0.2717132568359375,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,windows : fix building of xml list model plugin . change-id : ia070f4b4fd726d201dde7aa43e2c62eacfaff40e reviewed-by : kent hansen < kent.hansen @ nokia.com > reviewed-by : yunqiao yin < charles.yin @ nokia.com >,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1314984.0,,462.0,,test,8f945119369d7e42f0c80ecc0485ce53a5ef3aa6,0.0,1.0,7627.0,3.0,False,3.0,226.0,226.0,461.0,185.0,378.0,0.0656779661016949,0.1338276836158192,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,092118855ba47a0061e5b54198c49c3ad05b5aed,qt,0.3972373902797699,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"do n't use the qregexp methods that modify the object [ qtgui ] qregexp matching methods modify the object , which we do n't want to . in particular , when we receive a qregexp from the user or we store in a context that might require thread-safety , make sure we make a copy before using it . qregularexpression has no such shortcoming . task-number : qtbug-25064 change-id : if119e06221ca99e57c5ad1a1d4cc6468e9f68c7b reviewed-by : gunnar sletta < gunnar.sletta @ nokia.com >",5.0,4.0,3.0,2.0,3.0,,12.0,,23.0,3023121.0,,1113.0,,test,092118855ba47a0061e5b54198c49c3ad05b5aed,0.9057125980138372,1.0,362902.0,3.0,False,2.0,778.0,778.0,1113.0,763.0,1089.0,0.094542754609578,0.1348842964979581,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,cecc2c6851df9cad55595eb534b11a15e3ff738f,qt,0.3297250270843506,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"test : redo remove qskip from printsupport tests redoing 5704cbc462ad0b316a6b55a0f1dadc3c50762ef this ca n't work , because the define comes from qconfig.h , not qmake . skipping inittestcase and cleanuptestcase when qt_no_printer is defined . change-id : i2527c018294b7518a4692f2c93da933848640b5d reviewed-by : j-p nurmi < j-p.nurmi @ nokia.com >",30.0,0.0,2.0,1.0,2.0,,10.0,,16.0,0.0,,69.0,,test,cecc2c6851df9cad55595eb534b11a15e3ff738f,1.0,2.0,109421.0,2.0,False,2.0,26.0,23.0,65.0,18.0,27.0,0.0045292014302741,0.0066746126340882,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,5163d524dbad1d2c9f8f3cfd1d9cccbdcce98708,qt,0.3255445659160614,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"qquickpopupwindow : use actual item size as content size using the children rect size was a mistake , particularly when using instantator in a menu . task-number : qtbug-40221 change-id : i6efe9aad617a7b0adbea0bb96bf843c5c1779131 reviewed-by : j-p nurmi < jpnurmi @ digia.com >",3.0,5.0,2.0,1.0,1.0,,5.0,,13.0,1643984.0,,826.0,,test,5163d524dbad1d2c9f8f3cfd1d9cccbdcce98708,0.954434002924965,2.0,79615.0,1.0,False,1.0,546.0,369.0,599.0,494.0,662.0,0.0220627562845426,0.029550722053842,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,fc4d45d97d7a971aa179f73d41455544b400e960,qt,0.12315453588962555,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"fix change-of-sign warning found by icc qstring.cpp ( 3896 ) : error # 68 : integer conversion resulted in a change of sign the line before also had 0x8000 , but since there was no addition , 0x8000 was a literal converted to short . however , 0xff + 0x8000 is an int , and 0x80ff is positive , while short ( 0x80ff ) is negative . change-id : i445ff401d817b643479e54320525890ce12bbfe5 reviewed-by : olivier goffart < ogoffart @ woboq.com > reviewed-by : robin burchell < robin+qt @ viroteck.net > reviewed-by : frederik gladhorn < frederik.gladhorn @ digia.com >",1.0,1.0,1.0,1.0,1.0,,33.0,,113.0,1174755.0,,3563.0,,test,fc4d45d97d7a971aa179f73d41455544b400e960,0.0,1.0,349775.0,3.0,False,4.0,2151.0,1545.0,2531.0,1872.0,3080.0,0.1262554769127064,0.2076845298281092,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,43881a1c95c122dcb80b91c34a9f434ae8cfb743,qt,0.4106546640396118,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,fixing header problems identified by the ci gate change-id : ib1f65462a9203534538a18fdc6374fb125cd6f3d reviewed-by : lincoln ramsay < lincoln.ramsay @ nokia.com >,21.0,2.0,19.0,1.0,2.0,,7.0,,30.0,3885450.5263157897,,144.0,,test,43881a1c95c122dcb80b91c34a9f434ae8cfb743,0.9675526393990104,1.0,5680.0,2.0,False,1.0,26.0,26.0,144.0,18.0,112.0,0.0026131206161463,0.0155411910328703,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,302e6968f1152d5dee8d5debafb313bd53fa55ff,qt,0.7594580054283142,1,0.6115847826004028,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"statemachine : make delayed event posting work from secondary thread postdelayedevent ( ) and canceldelayedevent ( ) are marked as thread-safe in the documentation . unfortunately , they did n't actually work when called from another thread ; they just produced some warnings : qobject : :starttimer : timers can not be started from another thread qobject : :killtimer : timers can not be stopped from another thread as the warnings indicate , the issue was that postdelayedevent ( ) ( canceldelayedevent ( ) ) unconditionally called qobject : :starttimer ( ) ( stoptimer ( ) ) , i.e . without considering which thread the function was called from . if the function is called from a different thread , the actual starting/stopping of the associated timer is now done from the correct thread , by asynchronously calling a private slot on the state machine . this also means that the raw timer id can no longer be used as the id of the delayed event , since a valid event id must be returned before the timer has started . the state machine now manages those ids itself ( using a qfreelist , just like starttimer ( ) and killtimer ( ) do ) , and also keeps a mapping from timer id to event id once the timer has been started . this is inherently more complex than before , but at least the api should work as advertised/intended now . task-number : qtbug-17975 change-id : i3a866d01dca23174c8841112af50b87141df0943 reviewed-by : eskil abrahamsen blomfeldt < eskil.abrahamsen-blomfeldt @ nokia.com >",125.0,17.0,4.0,2.0,2.0,,12.0,,29.0,308061.5,,189.0,,test,302e6968f1152d5dee8d5debafb313bd53fa55ff,0.6855753605135263,2.0,111351.0,2.0,False,1.0,430.0,429.0,186.0,418.0,189.0,0.0441983122362869,0.020042194092827,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,ab40ff7046db2a922ae6959b44f1a52416566b7a,qt,0.36796802282333374,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,fix broken gridview moved ( ) test test values for moving multiple items were incorrect . change-id : i184afee6c44df240ef39450c530ff5991cd591e5 reviewed-on : http : //codereview.qt.nokia.com/2485 reviewed-by : bea lam < bea.lam @ nokia.com > reviewed-by : qt sanity bot < qt_sanity_bot @ ovi.com >,6.0,6.0,1.0,1.0,1.0,,3.0,,10.0,426326.0,,25.0,,test,ab40ff7046db2a922ae6959b44f1a52416566b7a,0.0,1.0,7921.0,,True,1.0,25.0,25.0,25.0,19.0,19.0,0.087719298245614,0.087719298245614,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,e59482f7f56fcb91bccff7230bed308e2687078e,qt,0.24355514347553253,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"fix crash with recursively loading cached compilation units when a cached compilation unit depends on an import that is implemented as a qml c++ plugin and that plugin in turn loads an asynchronous component that is cached , we would get a crash in the typeloader and a failing assertion ( assert : `` d- > m_mainthreadwaiting == false '' in file qml/ftw/qqmlthread.cpp , line 300 ) this is because we did not implement the asynchronous loading within the loader thread for cached compilation units . this is simply done using a posted event , using the same mechanism used for other async load methods . change-id : iefce67ab634ce26122c348dcdfc8e66b00fec671 reviewed-by : lars knoll < lars.knoll @ digia.com >",15.0,4.0,2.0,1.0,1.0,,25.0,,107.0,4609012.0,,4317.0,,test,e59482f7f56fcb91bccff7230bed308e2687078e,0.4854607607459134,2.0,5150964.0,1.0,False,1.0,2915.0,2139.0,2748.0,2230.0,3496.0,0.1015152204577512,0.1591208991218091,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,2412c298d4e8c112a63eb1e3ec9b5f2789bd3eeb,qt,0.45867154002189636,0,0.6115847826004028,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"android : fix two race conditions in the media player . start ( ) could be called before the media player was marked as prepared . when changing media , setmediapath ( ) could be called before the media player was reset . task-number : qtbug-34558 change-id : i886fd5f5008f76dcbc88c57d7b16a439b394d4a7 reviewed-by : christian stromme < christian.stromme @ digia.com >",1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,3315012.0,,244.0,,test,2412c298d4e8c112a63eb1e3ec9b5f2789bd3eeb,0.0,2.0,160842.0,1.0,False,2.0,202.0,172.0,210.0,185.0,221.0,0.0106146207841123,0.0126690635165211,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,48955161b47b1dbcb97a906a726dae9cc6d78c06,qt,0.5819473266601562,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,document obsolete functions in qimage to silence qdoc errors . change-id : i78f3335e5c088641c56d5e682425c7e4b26b7d3e reviewed-by : samuel rødal < samuel.rodal @ nokia.com >,22.0,0.0,1.0,1.0,1.0,,20.0,,32.0,359585.0,,1509.0,,test,48955161b47b1dbcb97a906a726dae9cc6d78c06,0.0,1.0,710152.0,2.0,False,3.0,9.0,9.0,1471.0,9.0,1234.0,0.0010555203715431,0.1303567658855816,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,08841c1c2f436fb304b3766114c4525ba21c63ba,qt,0.27453136444091797,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"do n't scan system includes for dependencies and do n't list them assume that c and c++ headers found in system paths will not change , so we do n't need to tell make about them , nor do we need to scan their contents either . the previous qmake behavior matched gcc 's -m switch ; it now matches the -mm switch : -m instead of outputting the result of preprocessing , output a rule suitable for make describing the dependencies of the main source file . -mm like -m but do not mention header files that are found in system header directories , nor header files that are included , directly or indirectly , from such a header . this goes hand-in-hand with our use of -isystem to pass system paths to the compiler . change-id : i3346b6da496fe6495ac89c5286d066b343116f0e reviewed-by : oswald buddenhagen < oswald.buddenhagen @ digia.com >",4.0,3.0,2.0,1.0,2.0,,16.0,,44.0,61061.5,,1613.0,,test,08841c1c2f436fb304b3766114c4525ba21c63ba,0.863120568566631,3.0,3465232.0,2.0,False,1.0,2572.0,1695.0,1098.0,24.0,482.0,0.0455373406193078,0.8797814207650273,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,f3df57e7b839fe8cee0ea377a4f2951073e7255a,qt,0.4178617596626282,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"winrt winmain : handle -qdevel parameter for additional debugging tooling this adds an additional command line argument , -qdevel , for tooling support . since windows phone deployment apis do n't return the pid , this writes the pid to a lock file that can be read by deployment tools . since arguments may be passed from one of several entry points , the special argument checks are now done in run ( ) instead of onactivated ( ) . change-id : ib3af157ccf687769d43d60adef9a0ab480e835b7 reviewed-by : oliver wolff < oliver.wolff @ digia.com >",20.0,5.0,1.0,1.0,1.0,,3.0,,6.0,641370.0,,226.0,,test,f3df57e7b839fe8cee0ea377a4f2951073e7255a,0.0,2.0,958660.0,1.0,False,1.0,122.0,122.0,177.0,89.0,162.0,0.0047415836889521,0.0085875349033243,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,c3b72e9c2f6b35b33e8564aaa96291901a02ecee,qt,0.20118612051010132,0,0.6115847826004028,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"start eventtime timer so that the .elapsed method will work . qwindowsysteminterfaceprivate : :eventtime.start ( ) is never called , resulting in all calls to qwindowsysteminterfaceprivate : :eventtime.elapsed ( ) within qwindowsysteminterface_qpa.cpp to return 0 . this could cause events to be lost , such as mouse button press events from the evdevmouse input plugin . change-id : iba9d23b51af80e8532d24ccf382e9077c06bb4be reviewed-by : laszlo agocs < laszlo.p.agocs @ nokia.com >",2.0,0.0,1.0,1.0,1.0,,8.0,,25.0,652108.0,,61.0,,test,c3b72e9c2f6b35b33e8564aaa96291901a02ecee,0.0,1.0,651662.0,3.0,False,1.0,0.0,0.0,61.0,0.0,60.0,0.0001960784313725,0.0119607843137254,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,310519d6d11da546b23c1cba307f37c24e0a5c0b,qt,0.9286863207817078,1,0.6115847826004028,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,rename qpixmapdata to qplatformpixmap . makes the api symmetric with the other lighthouse apis . change-id : i8a399f3c968ea35d4624711b31f2ac5bb94b7893 reviewed-on : http : //codereview.qt.nokia.com/1735 reviewed-by : qt sanity bot < qt_sanity_bot @ ovi.com > reviewed-by : jørgen lind < jorgen.lind @ nokia.com >,616.0,680.0,89.0,4.0,32.0,,8.0,,18.0,55832.29670329671,,10.0,,test,310519d6d11da546b23c1cba307f37c24e0a5c0b,0.8444692441041035,1.0,88510.0,2.0,False,1.0,16.0,16.0,10.0,16.0,10.0,0.0383747178329571,0.0248306997742663,,,,,,,,
