dataset_name,model,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,label,module_id,project_name,probability,prediction,decision_threshold,is_correct,error_type,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_id,artifact_group_key,artifact_created_at,source_results_table,model_path,split_mode,split_manifest_path,feature_metadata_json,num_features,training_mode,selection_rank,selected_reason,confidence,representative_group,top_shap_feature_1,top_shap_feature_2,top_shap_feature_3,top_shap_features,commit_text,la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp,jitline_split,commit_id,ent,nrev,rtime,hcmt,self,app,aexp,arexp,rrexp,asexp,rsexp,asawr,rsawr,N,V,L,D,I,E,B,T
pc1,rf,7.0,3.0,3.0,2.0,,,,,,,,,7.0,0.0,1.0,0.0,10.0,4.0,15.0,7.0,5.0,0,row_916,pc1,0.05355459296756807,0,0.6894148190714491,True,tn,metrics_only,metrics_only,,False,paper-v1,error_analysis,pc1::rf::tuned_best_table,pc1::rf,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.946445407032432,correct,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,83.76,0.11,8.75,9.57,732.92,0.03,40.72
pc1,rf,8.0,3.0,3.0,2.0,,,,,,,,,8.0,0.0,1.0,0.0,13.0,7.0,17.0,11.0,5.0,0,row_1076,pc1,0.05355459296756807,0,0.6894148190714491,True,tn,metrics_only,metrics_only,,False,paper-v1,error_analysis,pc1::rf::tuned_best_table,pc1::rf,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.946445407032432,correct,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,121.01,0.1,10.21,11.85,1236.07,0.04,68.67
pc1,rf,12.0,6.0,6.0,2.0,,,,,,,,,12.0,0.0,1.0,0.0,20.0,10.0,36.0,25.0,11.0,0,row_908,pc1,0.059597827445106714,0,0.6894148190714491,True,tn,metrics_only,metrics_only,,False,paper-v1,error_analysis,pc1::rf::tuned_best_table,pc1::rf,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9404021725548933,correct,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,299.32,0.04,25.0,11.97,7483.01,0.1,415.72
pc1,rf,8.0,1.0,1.0,1.0,,,,,,,,,8.0,4.0,6.0,0.0,11.0,18.0,26.0,23.0,1.0,1,row_32,pc1,0.14326351482570035,0,0.6894148190714491,False,fn,metrics_only,metrics_only,,False,paper-v1,error_analysis,pc1::rf::tuned_best_table,pc1::rf,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8567364851742997,incorrect,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,238.04,0.14,7.03,33.87,1672.9,0.08,92.94
pc1,rf,108.0,22.0,5.0,17.0,,,,,,,,,107.0,35.0,43.0,1.0,31.0,91.0,270.0,194.0,39.0,0,row_81,pc1,0.8285658726623492,1,0.6894148190714491,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,pc1::rf::tuned_best_table,pc1::rf,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8285658726623492,incorrect,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,3215.86,0.03,33.04,97.32,106264.81,1.07,5903.6
pc1,rf,22.0,5.0,5.0,4.0,,,,,,,,,22.0,0.0,12.0,0.0,17.0,25.0,59.0,41.0,9.0,0,row_623,pc1,0.7494552732596632,1,0.6894148190714491,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,pc1::rf::tuned_best_table,pc1::rf,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.7494552732596632,incorrect,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,539.23,0.07,13.94,38.68,7516.89,0.18,417.61
pc1,rf,130.0,31.0,23.0,13.0,,,,,,,,,126.0,60.0,32.0,4.0,27.0,80.0,307.0,253.0,61.0,0,row_495,pc1,0.7028216677167635,1,0.6894148190714491,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,pc1::rf::tuned_best_table,pc1::rf,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.7028216677167635,incorrect,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,3775.22,0.02,42.69,88.43,161178.36,1.26,8954.35
pc1,rf,27.0,5.0,1.0,3.0,,,,,,,,,27.0,3.0,12.0,0.0,14.0,21.0,75.0,67.0,9.0,0,row_492,pc1,0.6899320821969905,1,0.6894148190714491,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,pc1::rf::tuned_best_table,pc1::rf,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.6899320821969905,incorrect,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,728.36,0.04,22.33,32.61,16266.67,0.24,903.7
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,c177691118e4e2bace9b5c1f4f57343190e6ad64,qt,0.9499568343162537,1,0.6115847826004028,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9499568343162537,tp,la,age,nf,"la,age,nf","add support for more sequence types this commit adds support for more sequence types by adding a sequence wrapper . this class enables conversion between v8 : :array and c++ sequences of various types ( currently just qlist < int > , qlist < qreal > , qlist < bool > , qlist < qstring > , qlist < qurl > and qstringlist ) , but more types can be added later if required ) . when a javascript object is created from such a sequence , its prototype object is set to the v8 : :array prototype object . the indexed setter , indexed getter , length and tostring methods are implemented directly or in terms of the underlying sequence resource . note that currently , sequences of valuetypes are not supported , due to the fact that operations like : someobj.somevaluetypesequence [ i ] .x = 5 ; would not behave as required . task-number : qtbug-20826 task-number : qtbug-21770 change-id : i36deb448fb0e87a32084a900e70a2604ff369309 reviewed-by : chris adams < christopher.adams @ nokia.com >",781.0,6.0,11.0,2.0,3.0,,15.0,,65.0,180227.0909090909,,22.0,,test,c177691118e4e2bace9b5c1f4f57343190e6ad64,0.7364080081139874,38.0,7065107.0,7.0,True,1.0,22.0,22.0,22.0,22.0,22.0,0.0117586912065439,0.0117586912065439,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,1b1831500142c995137f5e4b1bc03d21aa08e1e1,qt,0.9461160898208618,1,0.6115847826004028,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9461160898208618,tp,la,age,nf,"la,age,nf","improved and made public the qopenglpaintdevice api . the new api is more flexible , allowing the use of qopenglpaintdevice with any qopenglcontext , and putting more responsibility on the user for ensuring the correct fbo is current ( the user knows best anyhow ) . task-number : qtbug-21263 change-id : i50b954125f552baef52fbb3fe2ed907a11ad519c reviewed-on : http : //codereview.qt-project.org/4325 reviewed-by : qt sanity bot < qt_sanity_bot @ ovi.com > reviewed-by : paul olav tvete < paul.tvete @ nokia.com >",164.0,295.0,12.0,3.0,4.0,,3.0,,7.0,213253.61538461535,,18.0,,test,1b1831500142c995137f5e4b1bc03d21aa08e1e1,0.7563811086111495,4.0,86982.0,2.0,False,1.0,112.0,112.0,18.0,106.0,16.0,0.084384858044164,0.0134069400630914,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,82f95318d61dbfebaa04182de2445a6576a621cd,qt,0.9375747442245483,1,0.6115847826004028,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9375747442245483,tp,la,age,nf,"la,age,nf",fix the xlib backend for lighthouse adapt the backend to the changes in lighthouse . change-id : if2d795c901143a80eed4f23d14add6ab9f42750b reviewed-on : http : //codereview.qt.nokia.com/3568 reviewed-by : jørgen lind < jorgen.lind @ nokia.com >,175.0,287.0,19.0,2.0,2.0,,2.0,,3.0,53433.142857142855,,40.0,,test,82f95318d61dbfebaa04182de2445a6576a621cd,0.7963409191533837,1.0,1546.0,2.0,False,1.0,75.0,75.0,40.0,69.0,39.0,0.0718685831622176,0.0410677618069815,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,8515b24d7b05f92c276d9affca78c90fac6d9df5,qt,0.9367988109588623,1,0.6115847826004028,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9367988109588623,tp,la,age,nf,"la,age,nf",qdoc3 : task qtbug-21875 this will probably need iterations as people see it and want something slightly different . task-number : qtbug-21875 change-id : i3c6da6982e55c681f2fb62d59143d63af5268833 reviewed-on : http : //codereview.qt-project.org/6129 reviewed-by : martin smith < martin.smith @ nokia.com > reviewed-by : casper van donderen < casper.vandonderen @ nokia.com > sanity-review : casper van donderen < casper.vandonderen @ nokia.com >,367.0,132.0,13.0,1.0,1.0,,4.0,,29.0,1619200.1538461538,,64.0,,test,8515b24d7b05f92c276d9affca78c90fac6d9df5,0.7614289684177578,3.0,438745.0,5.0,False,2.0,34.0,34.0,64.0,34.0,41.0,0.4166666666666667,0.5,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,fdbdbbdd4ff05d1ceb7667227db5b14687a77c96,qt,0.935848593711853,1,0.6115847826004028,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.935848593711853,tp,la,age,nf,"la,age,nf","add support for assigning literal value to sequence property it is a language semantic that we allow clients to assign a single value to a sequence/list property ( assuming that the types match ) . now that we support sequence types , this commit adds support for this semantic by determining whether the built-in type of the literal corresponds to the associated sequence ( eg , int for qlist < int > , qreal for qlist < qreal > , bool for qlist < bool > , qstring for qstringlist etc ) . similarly , some value types can be constructed from literal string values ( via string converters ) and these need to be handled also . task-number : qtbug-18062 task-number : qtbug-21770 change-id : iacd91b2af122cd8f20b7df2fa6056a7d7c52bf53 reviewed-by : aaron kennedy < aaron.kennedy @ nokia.com >",270.0,0.0,6.0,2.0,2.0,,15.0,,97.0,529383.6666666666,,143.0,,test,fdbdbbdd4ff05d1ceb7667227db5b14687a77c96,0.8964835521413762,7.0,11671243.0,3.0,False,2.0,31.0,31.0,143.0,31.0,142.0,0.0116959064327485,0.052266081871345,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,cd45bdc20556b3a18d9fc5cf60dd2b7b0a49aa8c,qt,0.03579941391944885,0,0.6115847826004028,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9642006158828735,fn,la,age,nf,"la,age,nf",write pretty androidmanifest.xml change-id : i11d09940d28f13f1e1d9939ee46e2c321d8cb2a9 reviewed-by : eskil abrahamsen blomfeldt < eskil.abrahamsen-blomfeldt @ digia.com >,0.0,0.0,1.0,1.0,1.0,,5.0,,33.0,16.0,,625.0,,test,cd45bdc20556b3a18d9fc5cf60dd2b7b0a49aa8c,0.0,1.0,244666.0,1.0,False,1.0,74.0,73.0,438.0,72.0,592.0,0.0038136035941907,0.0309789990596593,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,4bb755598bf2abb762d0458dadb9f7a9feba32c3,qt,0.09329109638929367,0,0.6115847826004028,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9067088961601257,fn,la,age,nf,"la,age,nf","qgstreamermetadataprovider : fix keys not mapped properly . add a key which is mapped against the qgstreamermetadatakeylookup , not the original gstreamer key . change-id : i2e20b102e97b9a3a7909ff925f195cd0bdff1775 reviewed-by : dmytro poplavskiy < dmytro.poplavskiy @ nokia.com >",1.0,1.0,1.0,1.0,1.0,,5.0,,10.0,8453744.0,,133.0,,test,4bb755598bf2abb762d0458dadb9f7a9feba32c3,0.0,2.0,10101.0,2.0,False,1.0,47.0,47.0,133.0,34.0,122.0,0.004846302963168,0.0170312932705621,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,b2c1550564b6cdf2b1cce262355c6b7f8b9b425a,qt,0.10076257586479187,0,0.6115847826004028,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.8992373943328857,fn,la,age,nf,"la,age,nf",use qcollator in qstring and remove it from qlocale_icu change-id : ic94439943999382f8050668edfb67d3b75ac1df4 reviewed-by : thiago macieira < thiago.macieira @ intel.com >,4.0,23.0,3.0,1.0,1.0,,24.0,,95.0,24462.0,,1754.0,,test,b2c1550564b6cdf2b1cce262355c6b7f8b9b425a,0.7282023343901067,7.0,472629.0,6.0,False,2.0,873.0,869.0,1750.0,791.0,1566.0,0.1004693644551566,0.1987821895217556,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,47cbfe2aca62fa524da171ef147d959afee993ec,qt,0.11109999567270279,0,0.6115847826004028,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.8888999819755554,fn,la,age,nf,"la,age,nf","fix assertion when encountering invalid header line . the server test sets an empty identifier which results in a headerline containing `` server : `` . the split then yields a list with a single entry ( `` server '' ) . calling [ 1 ] on it asserts then . qfatal : tst_qwebsocketserver : :tst_connectivity ( ) assert failure in qlist < t > : :operator [ ] : `` index out of range '' , file /ssd/milian/projects/compiled/qt5/include/qtcore/qlist.h , line 476 change-id : i3e5c4750b304b2a4a5669a39e2d65a6b3e4e99cf reviewed-by : kurt pattyn < pattyn.kurt @ gmail.com >",1.0,0.0,1.0,1.0,1.0,,4.0,,46.0,569.0,,195.0,,test,47cbfe2aca62fa524da171ef147d959afee993ec,0.0,1.0,11274.0,2.0,False,1.0,82.0,70.0,194.0,68.0,156.0,0.0035424581579217,0.0080603758086045,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,1,94d003c59b346c078e4aa8233c29c2c2c3467e3b,qt,0.12479883432388306,0,0.6115847826004028,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.8752011656761169,fn,la,age,nf,"la,age,nf",[ new compiler ] fix profiler support add profiler tracing calls during objection creation and make sure to set the function token / source location correctly for the synthesized function declarations of signal handlers . change-id : ie4f8accce3a5c5d1d57bb0646cda588b89b76718 reviewed-by : lars knoll < lars.knoll @ digia.com >,14.0,1.0,4.0,1.0,3.0,,7.0,,161.0,846020.0,,3987.0,,test,94d003c59b346c078e4aa8233c29c2c2c3467e3b,0.7773048806327834,5.0,116345.0,5.0,False,1.0,2584.0,2145.0,2854.0,1910.0,3173.0,0.0955213435969209,0.1586524042787163,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,cee63e2c17c8e83a4366741da0cbd5fc852e5835,qt,0.9571881294250488,1,0.6115847826004028,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9571881294250488,fp,la,age,nf,"la,age,nf","cocoa : qmenu refactor . this change prepares for enabling native menus on os x . move code from src/widgets to cocoa : - qcocoaapplicaiton - qcocoaapplicaitondelegate - qcocoamenuloader - qcocoamenu - qmenu_mac - misc helpers to qcocoahelpers create a qnsapplication and qcocoaapplicationdelegate at application startup . new lighthouse api : - class qplatformmenu - class qplatformmenubar - qplatformintegration : :createplatformmenu ( ) - qplatformintegration : :createplatformmenubar ( ) platforms that wants a native menu integration subclasses qplatformmenu [ |bar ] and implements the create function . the default implementation returns 0 , which causes qmenu to use the standard qt menus . this api is based on the current native menu abstraction that mac , wince and s60 uses in qt 4 . the main difference is that the platform classes are proper standalone classes and not # ifdeffed into qmenuprivate . change-id : i3da41f80b0ae903a476937908b1f9b88014b7954 reviewed-on : http : //codereview.qt.nokia.com/4068 reviewed-by : morten johan sørvig < morten.sorvig @ nokia.com >",197.0,352.0,22.0,2.0,9.0,,9.0,,18.0,153115.76923076922,,20.0,,test,cee63e2c17c8e83a4366741da0cbd5fc852e5835,0.8687491325521273,5.0,512169.0,1.0,True,1.0,20.0,20.0,20.0,19.0,19.0,0.0165289256198347,0.0165289256198347,,,,,,,,
qt,xgb,,,,,,,,,,,,,,,,,,,,,,0,5a67cd24955da6c3ac27cbbd5e08cf9ce9fa88b9,qt,0.9543601274490356,1,0.6115847826004028,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,qt::xgb::training,qt::xgb,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9543601274490356,fp,la,age,nf,"la,age,nf",windows : add dialog helpers for native dialogs . implement qplatformdialoghelper for file dialogs based on ifiledialog . add prototypical implementation of color dialogs . change-id : if3c7470be6c0b8fbf8cfea1b6638bda43afafea7 reviewed-by : oliver wolff < oliver.wolff @ nokia.com >,1064.0,0.0,8.0,1.0,1.0,,5.0,,13.0,802724.625,,158.0,,test,5a67cd24955da6c3ac27cbbd5e08cf9ce9fa88b9,0.184225896929899,2.0,9683.0,2.0,False,2.0,154.0,154.0,158.0,134.0,137.0,0.0587467362924282,0.0600522193211488,,,,,,,,
